time,1,5,10,15,25,35,50,60,75,100,125,150,200,250,300,470,500
05/24,29.864586,29.936804,29.895477,29.883738,29.72167,29.864834,29.581533,29.636616,29.074295,28.312487,26.91318,24.656042,17.405893,12.219288,11.190302,8.77,8.3997965
05/25,29.842453,29.921173,29.901257,29.89531,29.704712,29.86021,29.572615,29.475452,29.082043,28.38918,26.985165,24.878077,17.285673,12.233704,11.174602,8.82,8.40227
05/26,29.85447,29.868706,29.878672,29.874939,29.6988,29.794048,29.532034,29.499243,29.058668,28.328548,26.959301,24.670109,17.306423,12.194143,11.187554,8.65,8.396499
05/27,29.861374,29.846235,29.827856,29.827,29.693504,29.744999,29.506376,29.54612,29.01226,28.270185,27.011969,24.59983,17.627924,12.25715,11.197467,8.36,8.360938
05/28,29.822422,29.77127,29.754848,29.75499,29.673532,29.711369,29.521458,29.537048,29.0172,28.215425,27.134192,24.522327,17.36513,12.308114,11.25473,8.35,8.426894
05/29,29.832788,29.61877,29.596985,29.588076,29.654833,29.60379,29.538929,29.575874,29.021603,28.19222,26.982935,24.402374,17.272457,12.28537,11.262953,8.89,8.377147
05/30,29.7928,29.622856,29.57867,29.562786,29.637949,29.557129,29.56196,29.502113,29.022894,28.310465,26.99713,24.433277,17.136734,12.28155,11.207546,8.77,8.346788
05/31,29.809893,29.592194,29.593046,29.606422,29.677513,29.591679,29.590773,29.526907,29.038315,28.318134,26.92753,24.404865,17.227674,12.228148,11.192069,8.88,8.348971
06/01,29.843678,29.654724,29.618706,29.608513,29.692282,29.613014,29.564629,29.522202,29.023966,28.248524,26.710201,24.419249,17.004906,12.210824,11.153932,8.73,8.344622
06/02,29.895828,29.711525,29.662682,29.657585,29.720224,29.623737,29.59089,29.525402,29.030197,28.198812,26.702414,24.421413,16.945242,12.134836,11.114202,8.86,8.271292
06/03,29.943138,29.756882,29.721914,29.709446,29.74927,29.631191,29.619604,29.56605,28.961672,28.092537,26.605093,24.263367,16.716534,12.099384,11.12412,8.43,8.246568
06/04,29.903627,29.897167,29.813744,29.78217,29.755228,29.702133,29.640493,29.647951,29.00742,28.107534,26.685371,24.267956,16.600315,12.057118,11.150342,8.38,8.235173
